ra,dec,m,sp_cl,hd_id,bayer_name,proper_name
1.41656740,0.65250104,4.99,K4,35186,sig Aur,
1.41556383,0.30339640,4.99,F8,35296,111 Tau,
1.54831067,0.97226960,4.99,A2,39283,xi Aur,
1.79277312,-0.59982118,4.99,K5,50235,,
1.84530753,-0.07398742,4.99,B1,52918,19 Mon,
1.94450768,0.16189868,4.99,G6.5,58367,eps CMi,
2.02024770,1.02468765,4.99,A3,61497,24 Lyn,
2.15257274,-0.27555840,4.99,G5,68752,20 Pup,
2.22293860,-0.78059851,4.99,B2,72127,,
2.71821214,-1.16765436,4.99,B8,90264,191 Car,
2.88305121,0.10648933,4.99,A5,95382,59 Leo,
2.97939339,0.75891764,4.99,G7.5,98839,56 UMa,
3.33850943,0.79308246,4.99,C7,110914,Y CVn,La Superba
4.18663036,-0.72857800,4.99,K0,143009,,
4.19508793,0.52100017,4.99,A0,143807,iot CrB,
4.26303215,-0.87385727,4.99,F9,146143,gam1 Nor,
4.95288808,-0.39569038,4.99,K3,175190,nu2 Sgr,
5.00219363,-0.64687720,4.99,F8,177475,gam CrA B,
5.03492583,1.00714224,4.99,K2,180610,54 Dra,
5.17676292,0.58866077,4.99,F7,187013,17 Cyg,
5.25486640,-0.55948953,4.99,K1,190056,,
5.79638389,-0.59417795,4.99,M1,210066,ups PsA,
0.96974129,-0.55742907,5,B5,23227,del For,
1.03471117,1.06655131,5,K3,24480,,
1.33812939,0.90055111,5,F0,32537,9 Aur A,
1.34150370,0.32541664,5,G4,32923,104 Tau,
1.40862615,0.06186223,5,B1,35149,m Ori,
1.81562239,-0.24510725,5,G5,51250,mu CMa,
1.89094062,0.28202581,5,M4,55383,51 Gem,
2.40451102,-0.78309530,5,B5,79186,,
2.51856102,0.11930780,5,K1,83240,1 Sex,
2.80591493,1.20560557,5,K3,92523,,
2.98107327,-0.63119348,5,K6,98993,,
3.21359476,0.57703009,5,K0.5,106760,,
3.22447398,-0.96242788,5,M1,107079,F Cen,
3.25935147,0.46819427,5,A4,108382,16 Com,
4.02358752,-0.83649753,5,F8,136351,nu1 Lup,
4.20337825,-0.45143426,5,K5,143787,,
4.22402404,0.29752531,5,G8,145001,kap Her,Marsic
4.31089053,1.20022899,5,A0,149212,15 Dra,
4.53923050,0.31515798,5,M2,157049,,
4.74502664,0.75854918,5,G8,166208,,
5.12507935,0.34510977,5,B8,184606,9 Vul,
5.18789666,0.33409480,5,A3,187362,zet Sge,
5.57830500,0.76699948,5,O7.5,203064,68 Cyg,
6.02175680,0.99388259,5,G4,217476,,
6.19498073,-0.24821491,5,F0,222345,ome1 Aqr,
6.27265515,-1.12221762,5,A1,224392,eta Tuc,
0.62339525,-1.28536227,5.01,K1,15248,kap Hyi,
1.21690173,-0.21158723,5.01,A2,29573,,
1.63951139,-0.23943008,5.01,B9,43445,,
1.61988371,-1.14475176,5.01,M2.5,43455,eta2 Dor,
1.96267365,0.48722805,5.01,K2,59148,65 Gem,
2.06063025,-0.60572137,5.01,F5,64379,212 Pup,
2.24591877,-0.87169015,5.01,K1-2,73155,C Vel,
2.50109318,-0.36854082,5.01,K0,82734,,
2.50518743,-0.89457336,5.01,B1.5,83058,L Vel,
3.58553897,-0.95225164,5.01,B8,118991,Q Cen,
3.58496446,-0.15189697,5.01,M1.5,119149,m Vir,
3.65022523,0.47982495,5.01,K3,121710,9 Boo,
3.71870032,0.04205274,5.01,A0,124224,,
4.98047155,0.81916544,5.01,A7,177196,16 Lyr,
5.06384739,-0.09452412,5.01,G8,181391,f Aql,
5.47405067,0.48969575,5.01,K4,199169,32 Vul,
5.65901193,0.70535058,5.01,A5,205835,74 Cyg,
5.70607765,-0.53927765,5.01,A2,207155,the PsA,
5.85347797,0.21302228,5.01,B2,212076,31 Peg,
0.01017382,-0.51871670,5.01,B4,224990,zet Scl,
1.31843626,-0.45858526,5.02,K1,32436,,
1.37622120,0.57050935,5.02,A9,33959,14 Aur,
1.60363761,-0.65018848,5.02,B9,42167,the Col,Elkurud
1.75878283,0.77709815,5.02,K5,47914,psi4 Aur,
1.79230043,0.72922280,5.02,K3,49520,psi7 Aur,
2.76175810,-0.82036293,5.02,K4,91504,t Vel,
3.25437728,0.68100323,5.02,G9,108225,6 CVn,
3.29487620,0.32073819,5.02,K2,109511,24 Com A,
4.00159637,1.25356334,5.02,K4,136726,11 UMi,Pherkad Minor
4.06194840,0.71267126,5.02,K4.5,138481,nu1 Boo,
4.06567177,0.71382997,5.02,A5,138629,nu2 Boo,
4.30043310,-0.40923123,5.02,B2,147933,rho Oph A,
4.66470513,0.88629759,5.02,A2,162579,30 Dra,
4.90800403,0.03595378,5.02,B9,173370,4 Aql,
5.22704294,-0.27037574,5.02,A3,188899,61 Sgr,
5.55600115,-1.22393638,5.02,M1-2,201371,omi Pav,
0.04503677,0.80411197,5.03,F2,571,22 And,
0.29677142,0.76693161,5.03,A3,6658,41 And,
0.55224399,0.39528799,5.03,A2,12869,kap Ari,
0.60628375,0.49990593,5.03,A2,14252,10 Tri,
0.85609854,0.88903194,5.03,G6,20123,,
0.86885399,0.87432269,5.03,B5,20418,31 Per,
1.03596199,1.10081794,5.03,B9.5,24479,,
1.17302125,0.22772183,5.03,A7,28355,79 Tau,
1.26620728,-0.28304392,5.03,K0,30814,60 Eri,
1.33066811,-0.86529546,5.03,K5,33042,eta2 Pic,
1.39632885,0.59267988,5.03,A5,34578,19 Aur,
1.56674571,-0.16682439,5.03,A6,40536,2 Mon,
1.90600863,-0.63866445,5.03,B2,56779,,
1.93502473,0.43721467,5.03,G8,57727,57 Gem,
2.86120551,0.58480650,5.03,K1,94600,46 UMa,
3.06968509,-1.09064655,5.03,G0,101947,,
3.89580033,-0.65979263,5.03,B7,131120,,
4.15970866,-0.35198443,5.03,B2.5,142096,lam Lib,
4.45878537,-0.56101185,5.03,B8,153613,,
4.53182012,0.18962033,5.03,K4,156681,66 Her,
4.77302463,1.12394356,5.03,F5,168151,36 Dra,
5.08447136,-0.42775596,5.03,A,182369,chi1 Sgr,
5.10798240,-0.04867529,5.03,M1,183630,e Aql,
5.19509615,0.92481603,5.03,K3,188056,d Cyg,
5.75631404,1.27723195,5.03,F5,209369,16 Cep,
5.92433107,-0.07379349,5.03,K2,214376,kap Aqr,Situla
0.46297040,-0.93413415,5.04,A1,10939,q2 Eri,
0.53364169,0.95098628,5.04,B8,12303,4 Per,
1.58501349,-0.45875010,5.04,K3,41312,,
1.64254390,0.21419068,5.04,F5,43386,74 Ori,
2.03308314,-0.25418781,5.04,F0,62952,4 Pup,
3.02335387,-0.54257438,5.04,M2,100393,18 Crt,
3.16242752,-1.33551140,5.04,K4,104902,kap Cha,
3.45600645,-0.28271910,5.04,F5,114642,53 Vir,
4.31376305,0.73097298,5.04,M6,148783,g Her,
4.41461399,0.43033517,5.04,K0.5,152326,51 Her,
4.66635592,1.34325387,5.04,F6,163989,35 Dra,
4.74304133,0.53340656,5.04,F7,165908,b Her A,
4.89840472,0.96934617,5.04,B9.5,173524,46 Dra,
5.40411387,0.42090554,5.04,B5,196740,28 Vul,
5.45451025,0.76898237,5.04,A4,198639,56 Cyg,
5.71527699,0.52663856,5.04,A1,207650,14 Peg,
5.80981565,1.03697768,5.04,O6,210839,lam Cep,
6.22380775,0.06085381,5.04,C5,223075,19 Psc,
6.23044727,1.18345444,5.04,A1,223274,,
1.22134505,0.92641592,5.05,K0,29317,3 Cam,
1.23071165,-0.64829285,5.05,F1,29992,bet Cae,
1.40742624,1.38284376,5.05,F6,33564,,
1.60158684,-1.08480455,5.05,K2-3,42540,,
1.62255988,-0.11432391,5.05,B2,42690,,
1.91345536,0.86332711,5.05,A4,56169,,
1.96061562,0.49075265,5.05,A4,59037,64 Gem,
2.00484517,0.30848210,5.05,K5,61338,f Gem,
2.12351301,-0.79004753,5.05,K3,67582,,
2.26514648,-0.39552555,5.05,G6,73752,,
2.58529804,-0.14145894,5.05,A1,85558,gam Sex,
2.87746616,0.70564146,5.05,G1,95128,47 UMa,Chalawan
3.51299145,-1.30703829,5.05,K0,116244,iot1 Mus,
4.59006322,1.18918009,5.05,K0,159966,27 Dra,
4.80639678,0.85733482,5.05,M2,169305,,
5.07389757,-0.94987120,5.05,A0,181296,eta Tel,
5.24192188,0.87449237,5.05,K1,190147,26 Cyg,
5.40672459,0.17603585,5.05,G2,196755,kap Del,
5.46070617,-0.90073534,5.05,K1,198308,iot Ind,
6.11015046,0.09392295,5.05,K2,220009,7 Psc,
0.12238394,0.31229273,5.06,M3,2411,47 Psc,
0.84113234,-0.02087608,5.06,F8,19994,94 Cet,
1.06662888,1.03245922,5.06,F0,25291,,
1.40398648,-0.43237139,5.06,G7,35162,,
1.60891723,-1.20154283,5.06,B8,43107,nu Dor,
1.69279484,-0.08311646,5.06,B2,45546,10 Mon,
1.82569439,-0.59536090,5.06,B3,52092,t Pup,
2.02001499,-0.78842340,5.06,G6,62644,,
2.53206550,-0.25014447,5.06,B5,83754,kap Hya,
3.53176101,-0.89300256,5.06,A1,117150,K Cen,
3.76283533,-1.39816387,5.06,B4,124771,eps Aps,
4.01126113,0.03080991,5.06,F8,136202,5 Ser,
4.73870709,0.38779277,5.06,M3,165625,98 Her,
4.90585873,0.69237211,5.06,A4,173582,eps1 Lyr A,
5.15970960,-0.28141495,5.06,F1,186005,e2 Sgr,
5.15237194,0.79456114,5.06,F5,186155,,
6.09490064,-0.13485577,5.06,M3,219576,chi Aqr,
6.21063779,0.18031675,5.06,M2,222764,77 Peg,
0.21370829,0.29566847,5.07,F8,4676,64 Psc,
0.21201387,-1.30765885,5.07,K5,4815,lam Hyi,
0.99602304,0.19448786,5.07,B3,23793,30 Tau,
1.18174062,-0.78459337,5.07,B2,28873,del Cae,
1.21803620,0.27575717,5.07,A4,29479,sig1 Tau,
1.31050229,1.41710069,5.07,K3,30338,,
1.37621393,-0.47024988,5.07,B9,34310,,
1.42963555,0.60171680,5.07,K3,35620,phi Aur,
1.77857050,-0.15705054,5.07,M1,49331,,
2.00934666,1.51878552,5.07,M2,51802,,51 H. Cep
2.17430937,-1.14516870,5.07,K1,70514,,
2.49564630,0.16957328,5.07,K2.5,82381,6 Leo,
3.73042311,-0.99633575,5.07,B4,124367,,
4.09881121,0.63941592,5.07,B7,139892,zet2 CrB,
4.20785065,-0.19849727,5.07,F5,144069,xi Sco B,
4.51755206,-0.46428182,5.07,K0,155886,36 Oph,Guniibuu
4.85216076,-0.79861418,5.07,B3,170523,del2 Tel,
5.26605105,0.41214981,5.07,B3,190993,17 Vul,
0.15768323,0.94542062,5.08,B7,3240,,
1.33579502,1.02926429,5.08,B2.5,32343,11 Cam,
1.41581836,-0.01555767,5.08,G9,35410,27 Ori,
1.46337858,-0.09452897,5.08,O9.5,37041,the2 Ori,
2.03948995,-0.67214569,5.08,B2.5,63465,,
2.15536527,-0.63394722,5.08,B1.5,69081,,
2.57414975,-0.79818755,5.08,B7,85355,u Vel,
2.64499558,-0.82676247,5.08,K1,87783,,
2.76641231,-0.41443328,5.08,K4,91550,44 Hya,
2.76983752,0.12136341,5.08,G8.5,91612,48 Leo,
2.77654977,-1.03960052,5.08,K1,92063,t1 Car,
2.80743482,0.40471276,5.08,A3,92825,41 LMi,
2.88345846,0.68438238,5.08,F0,95310,49 UMa,
3.00451886,-0.74480471,5.08,B9,99803,,
3.72089652,-0.47579615,5.08,K3,124206,50 Hya,
4.34686613,0.92370581,5.08,B9,150117,17 Dra A,
4.49729897,-0.77767508,5.08,G8,154948,,
4.49228115,0.71169679,5.08,K3,155410,,
4.96258920,-0.36052200,5.08,A0,175687,xi1 Sgr,
5.73033772,-0.23652120,5.08,F1,207958,mu Cap,
5.72931961,0.45247661,5.08,B3,208057,16 Peg,
5.91565533,1.28531379,5.08,F3,214470,31 Cep,
5.95197272,0.72988215,5.08,K0,215373,13 Lac,
6.10477630,-0.23490192,5.08,G5,219834,94 Aqr,
6.12207687,0.21491790,5.08,K3,220363,66 Peg,
6.25040948,0.33371180,5.08,M2.5,223768,phi Peg,
0.14281157,-1.10010042,5.09,A0,3003,bet3 Tuc,
0.88467831,0.36201522,5.09,K3,20893,tau2 Ari,
0.91631240,0.96781901,5.09,A1,21447,,
1.00001548,0.42126430,5.09,B8,23862,28 Tau,Pleione
1.61547676,-1.30468695,5.09,G6,43834,alp Men,
2.08264322,-0.76985988,5.09,B2.5,65551,N Pup,
2.21485918,-0.92657106,5.09,A9,71935,F Vel,
2.56820836,0.80321991,5.09,G0.5,84737,15 LMi,
2.75016621,-0.01111678,5.09,B6,90994,bet Sex,
2.98174231,-0.32777283,5.09,F5,98991,lam Crt,
3.51740567,-0.69386049,5.09,K0.5,116713,,
4.00092733,-1.06390908,5.09,O8.5,135240,del Cir,
4.16912616,-1.19734920,5.09,G5,141767,kap TrA,
5.00462982,0.19323219,5.09,B8,178125,18 Aql,
5.69415850,-0.15851953,5.09,G8,206834,46 Cap,
0.51204324,0.31097404,5.1,K1,11909,iot Ari,
0.96933405,1.10333898,5.1,S3.5,22649,,
1.09103440,1.40845647,5.1,G8,25007,,
1.27136328,0.32881518,5.1,A7,30780,i Tau,
1.71754216,-0.02129787,5.1,B5,46487,,
1.89167511,-0.77911013,5.1,M5,56096,L2 Pup,
1.92835611,0.35680832,5.1,M0,57423,56 Gem,
1.94763473,-0.89043790,5.1,K0,59219,,
2.31499745,-0.81208716,5.1,B0,75821,f Vel,
2.85175891,0.95268797,5.1,K3,94247,44 UMa,
3.21142037,0.26003467,5.1,A3,106661,6 Com,
3.47706675,-0.54988537,5.1,K1,115310,r Cen,
3.77073294,0.10157816,5.1,A5,126248,,
4.75114256,0.34985610,5.1,A8,166230,101 Her,
4.80973472,-0.67469096,5.1,K4-5,168592,,
4.95114275,-0.27232469,5.1,B5,175156,,
5.05509165,0.01894167,5.1,K2,180972,23 Aql,
5.25849523,0.34891071,5.1,K2,190608,eta Sge,
5.41073885,-0.31657849,5.1,M2,196777,ups Cap,
5.67037839,0.03915840,5.1,K0,206067,6 Peg,
5.84696208,-1.40393800,5.1,M5,210967,eps Oct,
5.83133411,-0.72653693,5.1,G8,211202,mu2 Gru,
6.03275238,0.74626400,5.1,A3,217782,2 And,
0.00795579,-0.05283984,5.1,B7,224926,29 Psc,
0.49901872,-0.74171160,5.11,A3,11753,phi Phe,
0.77356629,0.55735635,5.11,B9,18296,21 Per,
0.80116430,-1.04262091,5.11,F0,19319,mu Hor,
1.00157174,0.57755369,5.11,A3,23848,42 Per,
1.01948318,-0.60619163,5.11,B6,24626,i Eri,
1.19639411,-0.14366484,5.11,M3,29064,47 Eri,
1.52669767,-1.16764466,5.11,B6,39844,eps Dor,
1.91391351,-0.64128245,5.11,B2,57219,ups2 Pup,
2.09044629,-0.40684594,5.11,K2,65699,12 Pup,
2.47095716,-0.93164221,5.11,B6,81848,I Vel,
2.50405297,-1.41269374,5.11,B5,83979,zet Cha,
2.98173504,-1.13367862,5.11,B5,99104,,
3.09251254,-0.46687073,5.11,M4,102620,,
3.91273729,-1.09573225,5.11,B4,131492,the Cir,
4.08079796,0.68085294,5.11,M1.5,139153,mu CrB,
4.15065476,-0.05394037,5.11,A3,141851,36 Ser,
4.51756660,-0.46430606,5.11,K1,155885,36 Oph B,
5.10838237,0.48808617,5.11,B8,183914,bet2 Cyg,
5.19683420,0.18178574,5.11,F8,187691,omi Aql,
5.38398440,-0.77695271,5.11,K0,195569,nu Mic,
5.44755075,-0.76774610,5.11,F1,197937,iot Mic,
5.67312728,0.75527184,5.11,M1,206330,75 Cyg,
5.78205037,1.08699106,5.11,O9.5,209975,19 Cep,
6.03664301,-0.60649222,5.11,F0,217792,pi PsA,
6.24874414,-1.43149966,5.11,G7,223647,gam1 Oct,
0.06309365,-0.13579631,5.12,M3,1014,,
0.09499682,-0.35007426,5.12,M5,1760,,
0.39096102,-0.37750502,5.12,A1,9132,48 Cet,
1.15132826,0.16512269,5.12,A3,27820,66 Tau,
1.33850028,-0.08124508,5.12,B9,32964,66 Eri B,
1.34707421,-0.07777381,5.12,F2,33256,68 Eri,
1.80512132,1.20232823,5.12,B7,49340,43 Cam,
2.11653897,0.22895326,5.12,A1,66664,8 Cnc,
2.42768754,-0.77258454,5.12,K3,80108,,
2.50342028,-0.85529860,5.12,B4,82984,,
2.80100619,1.14696736,5.12,K2,92424,38 UMa,
3.34511986,0.28933196,5.12,K3,111067,27 Com,
3.76719865,0.14742214,5.12,A0,126129,,
3.86148279,0.47254789,5.12,A2,129988,eps Boo,Izar
4.17522754,-0.59282532,5.12,A3,142629,xi1 Lup,
4.19419345,0.31098858,5.12,G8,143666,5 Her,
4.54179759,0.42759597,5.12,A2,157198,70 Her,
4.55625473,-0.77078103,5.12,B7,157243,,
4.66360703,0.44720184,5.12,K2,162211,87 Her,
4.80409149,0.50387656,5.12,A7,168914,107 Her,
4.81811230,0.68953111,5.12,A3,169702,mu Lyr,Alathfar
5.02513017,0.99237967,5.12,G8,180006,53 Dra,
5.12743555,-0.18431162,5.12,G9,184492,37 Aql,
5.19482707,0.67583512,5.12,M2,187849,19 Cyg,
5.41070976,-1.05677747,5.12,F8,196378,phi2 Pav,
6.06294657,0.15144610,5.12,M4,218634,57 Peg,
0.16046848,0.77647274,5.13,K5,3346,,
0.32463124,-0.13828341,5.13,F5,7439,37 Cet,
1.46291316,-0.09406840,5.13,O6,37022,the1 Ori C,
1.84844912,0.19114264,5.13,K3,52960,,
1.92877790,0.64159273,5.13,K0,57264,65 Aur,
1.99525313,-0.07175242,5.13,F6,61064,25 Mon,
2.15375084,-0.82016415,5.13,B2.5,69144,,
2.20746335,0.13202446,5.13,G7,71115,,
2.41877909,1.07203940,5.13,F9,79028,c UMa,
2.91717240,-1.08118299,5.13,B9,96919,261 Car,
3.01840877,-1.03746249,5.13,G3,100261,omi1 Cen,
3.29761782,-0.71596800,5.13,A7,109536,,
3.99086260,1.17542107,5.13,F9,136064,,
4.23693220,-0.51341284,5.13,K3,145250,,
4.39241195,-1.17128561,5.13,A,150549,,
4.90342254,-0.66887320,5.13,A2,172777,lam CrA,
5.01417095,1.33623377,5.13,A9,180777,59 Dra,
5.24360175,-1.03630864,5.13,M6,189124,,
5.85380522,-0.37696203,5.13,K2,212010,47 Aqr,
6.27851655,-0.92058846,5.13,K0,224554,pi Phe,
0.53104551,-0.78039973,5.14,K5,12524,chi Phe,
0.64589545,-0.59011521,5.14,A2,15427,phi For,
0.91807955,0.19785731,5.14,A0,21686,4 Tau,
1.42384688,-1.02821710,5.14,G6,36189,lam Dor,
1.58587161,0.34366503,5.14,B8,41040,64 Ori,
1.64800533,-0.29349166,5.14,K3,43827,,
1.79311491,1.17935291,5.14,B4,48879,42 Cam,
1.78856978,-0.81358038,5.14,F5,50223,X Pup,
1.83634090,-0.89714287,5.14,M1,53047,23 Car,
1.87968324,-0.85402839,5.14,K2,55526,,
2.03987538,0.58321147,5.14,M1,62898,pi Gem,
2.05817952,0.03083900,5.14,B8,63975,zet CMi,
2.18194518,0.47503984,5.14,F6,69897,chi Cnc,
2.39281732,1.16715985,5.14,K5,77800,sig1 UMa,
2.39702792,0.38476753,5.14,G9,78515,xi Cnc,Nahn
2.60789278,0.71655462,5.14,F6,86146,19 LMi,
3.19481792,1.35466154,5.14,A5,106112,,
3.23290973,-0.23676361,5.14,K1,107418,,
3.75045804,-0.03954140,5.14,G9,125454,ups Vir,
4.25535270,-0.82680125,5.14,B8,145842,the Nor,
4.84956459,-0.32118906,5.14,A0,170680,,
4.86527982,-0.19158867,5.14,G8,171391,,
4.90604053,0.69137825,5.14,A8,173607,eps2 Lyr A,
4.96810880,-1.05069791,5.14,K2,175329,ome Pav,
5.20670986,1.00397641,5.14,B5,188665,23 Cyg,
5.43951496,0.28142465,5.14,F7,197963,gam1 Del,
5.78591191,0.78565027,5.14,K5,209945,,
0.66367599,0.63088804,5.15,K5,15656,14 Tri,
0.86668687,0.87654314,5.15,B3,20365,29 Per,
1.70773195,-0.21627538,5.15,K3,46184,,
2.32105519,0.76317430,5.15,K0,75506,35 Lyn,
2.91154371,-0.74418415,5.15,A,96616,46 Cen,
3.01860512,-1.03874725,5.15,A2,100262,omi2 Cen,
3.04127985,-1.06959594,5.15,K0,101021,,
3.04613042,-1.07907405,5.15,A,101189,,
3.15756242,-0.74061592,5.15,F6,104731,,
3.23811663,-1.17848025,5.15,A5,107566,zet2 Mus,
3.48298633,0.86711351,5.15,A0,115735,21 CVn,
3.60820643,-0.63271579,5.15,A0,119921,z Cen,
3.64207309,-0.02623327,5.15,K2,121299,90 Vir,
3.65872644,-0.43584750,5.15,B8,121847,47 Hya,
3.88635373,-0.27920420,5.15,F4,130819,alp1 Lib,
3.95019642,-0.71675824,5.15,G8,133340,,
4.07805634,-0.48951153,5.15,K4,138688,36 Lib,
4.38876858,0.14979288,5.15,K5,151217,17 Oph,
4.64320849,-0.90467687,5.15,G3,160691,mu Ara,Cervantes
5.03401680,0.04003107,5.15,B8,179761,21 Aql,
5.08829654,0.63386480,5.15,B9,183056,4 Cyg,
5.30363381,0.41030267,5.15,G3,192713,22 Vul,
5.41903643,-1.16519635,5.15,B9,196519,ups Pav,
5.51836748,-1.34432046,5.15,A7,199532,alp Oct,
0.31029045,0.54846487,5.16,F0,7034,82 Psc,
0.33946654,0.06308396,5.16,A3,7804,89 Psc,
0.68955050,1.27091967,5.16,G8,15920,,
2.16100123,-1.09808844,5.16,A2,69863,C Car,
2.28494870,-0.86957151,5.16,B0,74753,D Vel,
2.35358377,-1.03120355,5.16,F3,77370,b2 Car,
2.67694237,-1.15842835,5.16,A,88981,184 Car,
2.77141559,0.99628242,5.16,F1,91480,37 UMa,
3.39062205,-0.89358434,5.16,B8-9,112409,H Cen,
3.99709488,-0.72415650,5.16,G5,135345,,
4.68316199,0.69827230,5.16,K1,163217,90 Her,
4.70840381,-0.52801543,5.16,M1,163755,,
4.85357157,-0.69296359,5.16,A3,170642,,
5.00181548,-0.91351987,5.16,F7,177171,rho Tel,
5.08314055,0.20846988,5.16,G8,182572,b Aql,
5.08535130,0.34555095,5.16,K0,182762,4 Vul,
5.40796814,0.00848909,5.16,K1,196758,1 Aqr,
5.52063641,-0.95517022,5.16,K2,200365,mu Ind,
5.59767815,0.11887631,5.16,A3,203562,bet Equ,
5.98823194,0.17166283,5.16,F7,216385,sig Peg,sig Peg A
6.07259679,0.15219271,5.16,A5,218918,59 Peg,
0.12316934,0.77482923,5.17,A2,2421,,
0.29789861,0.95853967,5.17,G5,6582,mu Cas,
0.62114814,0.97468882,5.17,A2,14489,i Per,
0.77066468,-0.06479050,5.17,A1,18331,,
1.15052104,-0.06537228,5.17,A2,27861,xi Eri,
1.50970253,-0.56385286,5.17,O9.5,38666,mu Col,
1.53103191,-0.90947168,5.17,G8,39640,,
1.83190486,-1.18535975,5.17,K3,53501,,
1.85137982,-0.99046950,5.17,A0,54118,,
2.02326566,-0.71443114,5.17,K1,62713,W Pup,
2.05849223,-0.24256683,5.17,G0,64096,9 Pup,
2.08507214,-0.79548229,5.17,K2,65685,O Pup,
2.09276613,-1.05744166,5.17,M1.5,66342,,
2.20573256,-0.90282489,5.17,B2,71510,,
2.54361376,1.26104402,5.17,K0,83506,27 UMa,
2.99201794,-1.11653560,5.17,F7,99453,,
3.05210090,-1.14140655,5.17,G2,101379,12 Mus,
3.37988827,-0.99777564,5.17,B5,112091,mu2 Cru,
3.94794931,-1.11756341,5.17,G8,132905,eta Cir,
4.03952092,0.26927037,5.17,M1,137471,tau1 Ser,
4.05194185,0.03215284,5.17,A8,137898,10 Ser,
4.07727821,-0.16027940,5.17,B6,138764,,
4.94216158,-0.90944744,5.17,G8,174295,kap Tel,
5.13402417,0.78007491,5.17,G9,185351,,
5.14520155,0.09420899,5.17,B3,185507,sig Aql,
5.31737100,0.61056465,5.17,F5,193370,35 Cyg,
5.47863943,0.23948341,5.17,K0,199253,17 Del,
5.68570093,1.26222696,5.17,K0,207130,78 Dra,
0.09216066,0.66267728,5.18,F5,1671,rho And,
0.09389871,-0.50582551,5.18,G5,1737,iot Scl,
0.44912412,1.23259515,5.18,B9,10250,42 Cas,
0.71977378,0.21722077,5.18,A7,17093,88 Cet,
1.36001873,0.28004777,5.18,K5,33554,,
1.48238086,0.45198695,5.18,B3,37438,125 Tau,
1.84312587,0.42263633,5.18,G5,52497,ome Gem,
2.03616656,0.65480390,5.18,M2,62647,,
2.04939470,-0.30069114,5.18,K3,63697,6 Pup,
2.35127121,-0.82440142,5.18,A,77140,,
2.80800933,0.80640999,5.18,F5,92787,,
2.95523512,0.03509081,5.18,M0,98118,75 Leo,
3.12420481,-0.29933851,5.18,A0,103632,eta Crt,
3.17575747,-1.31540133,5.18,K2,105340,,
3.24765777,0.45550669,5.18,A3,107966,13 Com,
4.71892669,0.37690870,5.18,G8,164668,95 Her B,
5.07388303,0.45836709,5.18,B6,182255,3 Vul,
5.29812875,0.50081738,5.18,A7,192518,21 Vul,
5.52576332,-0.56446857,5.18,K2,200763,2 PsA,
5.58230471,1.13222902,5.18,B3,203467,6 Cep,
5.67907595,-0.24517513,5.18,G1,206301,42 Cap,
6.22762566,-0.87662071,5.18,B3,223145,sig Phe,
6.24546438,-0.33002237,5.18,B9,223640,108 Aqr,
0.13255048,-0.41517504,5.19,A5,2696,,
0.21871884,-0.18578060,5.19,F7,4813,phi2 Cet,
0.63012931,0.87278098,5.19,G8,14770,64 And,
1.12014504,0.93570495,5.19,A2,26764,,
1.28622766,0.19942326,5.19,A3,31283,g Ori,
1.44810695,-1.33240374,5.19,K2,37763,gam Men,
1.75379410,-0.15999821,5.19,M0,48217,,
1.93793361,0.70986419,5.19,K1,57669,66 Aur,
2.26875349,-0.92598443,5.19,B4,74146,,
3.43784775,-0.18745321,5.19,K2,114038,49 Vir,
4.13061256,1.09256642,5.19,A2,141653,,
5.23563869,0.64651844,5.19,B3,189687,25 Cyg,
5.92822897,1.10975791,5.19,A3,214734,30 Cep,
0.15379987,-0.06270580,5.2,F8,3196,13 Cet,
0.62196262,-0.41567440,5.2,G0,14802,kap For,
1.07602457,0.48171087,5.2,B9,25823,41 Tau,
1.34201275,-1.10653390,5.2,M3,33684,,
1.54881972,1.04524860,5.2,A2,39220,31 Cam,
1.63558440,0.33434206,5.2,F6,43042,71 Ori,
1.68960962,0.00522144,5.2,K1,45416,77 Ori,
1.74018053,0.69643000,5.2,B8,47100,psi3 Aur,
1.76484785,-0.54228349,5.2,B2,48917,10 CMa,
1.84106056,-0.09987162,5.2,M2,52666,,
1.85025263,-0.73892392,5.2,A,53704,59 Pup,
1.90203800,1.04087073,5.2,K2,55280,18 Lyn,
2.18755205,-0.63677368,5.2,B2,70556,,
2.27033156,-0.70274228,5.2,B9,74067,,
2.26494286,-1.22848393,5.2,A0,74405,the Vol,
2.34418808,0.26743292,5.2,A5,76543,omi1 Cnc,
2.35420191,0.56581150,5.2,G8,76813,sig3 Cnc,
2.55921264,0.99707266,5.2,M3,84335,44 Lyn,
3.03707652,1.20991072,5.2,K0,100696,2 Dra,
3.90769038,-1.04919014,5.2,K2,131342,,
3.95590510,-0.28373721,5.2,K5,133774,nu Lib,
4.14818948,0.26413134,5.2,M7,141850,,
4.28633957,0.58990674,5.2,M2,147749,nu1 CrB,
4.32328237,-1.07570944,5.2,K0,148291,,
4.52918031,-0.42388715,5.2,K0,156349,omi Oph A,
4.91957411,-0.09957103,5.2,K0,173819,,
5.37346152,1.30820669,5.2,A0,196502,73 Dra,
5.91096476,-0.36142860,5.2,F4,213845,ups Aqr,
6.12022973,-0.26248298,5.2,A3,220278,97 Aqr,
0.29582604,-0.72408378,5.21,A3,6767,ups Phe,
0.70101149,-0.95207711,5.21,F4,16920,zet Hor,
1.58923137,-0.11709705,5.21,B2,41335,,
