ra,dec,m,sp_cl,id,bayer_name,proper_name
1.04228074,-0.09547077,5.5,K0,186413,,
1.21126693,-0.04317188,5.5,A5,187138,,
1.71210385,-0.10243056,5.5,A5,189280,,
1.73044479,-0.09095240,5.5,B9,189354,,
2.83495873,-0.17196152,5.5,K0,193828,,
3.44066049,-0.15680750,5.5,K0,196204,,
4.19225446,-0.14680623,5.5,A0,199195,,
4.30976101,-0.13261191,5.5,M0,199686,,
5.60810416,-0.06207612,5.5,K0,205175,,
5.77387372,-0.11383759,5.5,G5,205908,,
6.08932824,-0.06102364,5.5,A2,207337,,
6.23057417,-0.04819901,5.5,K0,207983,20 Psc,
0.01889391,-0.28848629,5.5,K0,208306,,
0.37899621,-0.22787944,5.5,F0,210198,47 Cet,
0.90764044,-0.19698736,5.5,K0,212940,,
1.08776365,-0.28598819,5.5,B3,213911,,
1.35865635,-0.20680682,5.5,Mb,215397,,
1.38609984,-0.23596744,5.5,K0,215549,,
1.52545747,-0.25278946,5.5,G5,216329,,
1.65033367,-0.34848872,5.5,B3,216981,,
1.95098728,-0.31180084,5.5,F0,218671,,
2.04179560,-0.21280174,5.5,F5,219206,,
2.34122174,-0.29162274,5.5,K0,220843,,
3.54677534,-0.26813454,5.5,K0,227462,,
3.91289132,-0.19913746,5.5,K0,229522,,
4.06928620,-0.34331382,5.5,A2,230380,,
4.19021541,-0.28856163,5.5,F8,231061,,
4.60231375,-0.19620938,5.5,B8,233268,,
4.84415239,-0.32687951,5.5,K0,234623,,
5.60334312,-0.22476577,5.5,A5,238788,18 Aqr,
6.12022718,-0.26248675,5.5,A3,241548,,
0.04079721,-0.48848294,5.5,F2,242561,,
0.14697497,-0.51589014,5.5,K0,242961,,
0.16294946,-0.43227112,5.5,K0,243033,,
0.74134459,-0.48767907,5.5,A0,245456,,
0.77403934,-0.41647512,5.5,A5,245622,,
1.40399484,-0.43236876,5.5,G0,248798,,
1.60991090,-0.39143168,5.5,A0,249913,,
2.12625027,-0.35874122,5.5,A3,253878,,
2.74663773,-0.51773068,5.5,K5,257735,,
3.00914012,-0.42697691,5.5,A0,259064,,
3.33361792,-0.49434647,5.5,K2,260731,,
3.41983391,-0.35924819,5.5,G0,261160,,
3.56398909,-0.46245766,5.5,A2,261849,,
3.99847746,-0.39094444,5.5,K2,264038,,
4.16916077,-0.45842818,5.5,A2,264865,,
4.43662855,-0.40404924,5.5,A0,266171,,
5.30270362,-0.47181587,5.5,K0,270900,,
5.48377724,-0.45895856,5.5,F8,271828,,
5.76324059,-0.49661331,5.5,B8,273250,,
6.05782417,-0.50306764,5.5,K0,274627,,
0.07045857,-0.54884336,5.5,K0,275854,,
0.27244844,-0.55068725,5.5,A2,276619,sig Scl,
0.40550150,-0.64341989,5.5,K0,277123,,
1.23549567,-0.53695980,5.5,K0,280591,,
1.89957643,-0.53557949,5.5,B5,283708,,
1.98029623,-0.63422501,5.5,B5,284098,,
2.01264198,-0.67254042,5.5,B2,284278,,
2.15535778,-0.63394464,5.5,B3,284965,,
2.17420122,-0.61874869,5.5,K2,285062,,
2.83594652,-0.59442923,5.5,A0,288177,,
2.87642994,-0.58883428,5.5,F0,288376,,
3.25879849,-0.57299358,5.5,A0,290164,,
3.93230745,-0.66424472,5.5,K2,293355,,
4.03498291,-0.69307514,5.5,A0,293811,,
4.23188536,-0.58548470,5.5,B8,294744,,
4.27407491,-0.53942474,5.5,F2,294924,,
4.39299001,-0.68725888,5.5,K0,295474,,
4.52503195,-0.57007451,5.5,F5,296131,,
4.90853075,-0.69265742,5.5,F8,298106,,
5.17499002,-0.55691003,5.5,B8,299365,,
5.20040041,-0.69593937,5.5,A0,299467,,
5.23535871,-0.60559288,5.5,A3,299635,,
5.41196326,-0.58349595,5.5,K2,300466,,
5.43815949,-0.68415646,5.5,B8,300590,,
5.88461137,-0.68297928,5.5,K0,302642,nu Gru,
1.44058676,-0.82166106,5.5,G5,309771,,
1.90353200,-0.81636733,5.5,K5,311640,,
2.08114739,-0.75922763,5.5,B3,312349,,
2.10637751,-0.72099473,5.5,B9,312505,,
2.13627849,-0.77008973,5.5,B3,312664,,
2.14675338,-0.81409927,5.5,F8,312739,,
2.29733187,-0.80132589,5.5,B5,313566,,
2.31104573,-0.70372082,5.5,A2,313655,,
2.41076889,-0.76119476,5.5,B8,314078,,
2.93758497,-0.77444059,5.5,K5,316173,,
3.72938129,-0.73020183,5.5,G5,319325,,
4.25535466,-0.82679979,5.5,B8,321528,,
4.28681873,-0.86520271,5.5,B5,321642,,
4.42313120,-0.75138116,5.5,Mb,322331,,
4.81843365,-0.76986817,5.5,B3,324039,,
4.85173999,-0.75934752,5.5,K0,324195,,
4.92550037,-0.76236102,5.5,A2,324469,,
0.44719291,-0.93795613,5.5,G0,331261,,
1.84678633,-1.03285288,5.5,B9,335698,,
2.48746855,-0.89914514,5.5,B8,338026,,
2.48879478,-1.01860692,5.5,M0,338035,,
2.78140592,-1.02509024,5.5,A2,339254,,
3.37989940,-0.99777831,5.5,B3,341412,,
3.91079474,-0.92170076,5.5,A2,343284,,
3.97615085,-0.96597080,5.5,G5,343490,,
4.44316830,-0.88385625,5.5,B9,345560,,
5.22335738,-1.02802331,5.5,A0,348125,,
5.29845803,-0.91535154,5.5,K5,348372,,
6.13749249,-0.92016642,5.5,F0,351078,omi Gru,
0.09010320,-1.21518369,5.5,B9,351766,,
0.58574733,-1.18405570,5.5,M0,352823,,
0.86294277,-1.09214482,5.5,G0,353436,,
2.07829516,-1.05638530,5.5,K2,356350,,
2.81991080,-1.12598985,5.5,B5,358238,,
2.99201415,-1.11652823,5.5,F5,358708,,
3.75184084,-1.06941355,5.5,A3,360693,,
3.78351726,-1.14880426,5.5,K5,360771,,
4.00910630,-1.05585869,5.5,Oe,361337,,
4.34476468,-1.14311013,5.5,K0,362183,,
4.67569845,-1.05006216,5.5,K0,362959,,
5.46133492,-1.08959591,5.5,A2,364811,,
5.71938199,-1.21526340,5.5,K2,365416,omi Ind,
5.88449807,-1.17790627,5.5,A3,365818,,
6.04263421,-1.20113913,5.5,F0,366224,,
0.79524698,-1.25493468,5.5,B8,367896,the Hyi,
0.85503752,-1.35068354,5.5,F2,367983,iot Hyi,
1.23510762,-1.23798017,5.5,B9,368507,mu Men,
1.28799233,-1.30789534,5.5,K0,368588,eta Men,
1.52837995,-1.38511787,5.5,B8,368950,,
1.94444564,-1.38045498,5.5,K2,369536,,
2.18086082,-1.24817008,5.5,B9,369893,,
2.27471161,-1.37817127,5.5,B9,370037,eta Cha,
2.29475730,-1.38761243,5.5,K2,370074,,
2.49409535,-1.27550353,5.5,K2,370370,,
3.35866368,-1.25639528,5.5,K0,371654,,
3.68844975,-1.34035653,5.5,M3,372135,the Aps,
4.06449236,-1.28088967,5.5,B5,372703,kap1 Aps,
4.33854890,-1.23897602,5.5,K0,373127,,
5.53870049,-1.27711234,5.5,G0,374890,,
5.83743839,-1.35283238,5.5,A5,375305,,
2.62117328,-1.43491686,5.5,A0,377132,,
3.38147463,-1.48568282,5.5,K0,377511,iot Oct,
3.94786859,-1.44929115,5.5,K0,377777,,
5.53605363,-1.55258371,5.5,F0,378539,sig Oct,
6.14382680,-1.52685373,5.5,K0,378842,tau Oct,
1.43673322,0.43894545,5.5,A0,400073,,
5.41507308,0.56386739,5.5,G8,400274,,
0.23947626,1.46096847,5.6,A2,161,,
0.92648679,1.48197744,5.6,K0,599,,
3.88484133,1.44010495,5.6,G0,2603,,
6.13925403,1.52380338,5.6,F0,4143,,
0.31537677,1.39057299,5.6,A0,4627,,
4.20414393,1.34031042,5.6,A0,9089,,
4.30100367,1.37817999,5.6,A3,9209,,
4.84219289,1.35345154,5.6,K0,9885,,
5.75630836,1.27722942,5.6,F5,11039,,
0.31280663,1.13479247,5.6,B8,12792,,
0.44655107,1.18757501,5.6,A0,13184,43 Cas,
0.76771979,1.07374691,5.6,F5,13962,,
1.12090862,1.07948570,5.6,B8,14735,,
1.96732567,1.19495106,5.6,K0,16214,,
4.50531730,1.09736408,5.6,A3,20268,,
5.32156583,1.08659772,5.6,B9,22101,,
6.11974569,1.04952727,5.6,K5,24402,,
0.29913932,1.01689107,5.6,B8,26051,,
0.42815719,1.01190064,5.6,K0,26550,,
0.61509664,0.87530933,5.6,A0,27476,,
0.71142318,0.96178453,5.6,B8,27908,,
1.28740554,0.96445507,5.6,A0,29478,,
1.68611990,0.98236109,5.6,A3,30432,,
1.77253500,1.03745589,5.6,A2,30680,,
2.19827877,0.92886005,5.6,A2,31648,,
2.84224745,1.03533149,5.6,K0,32824,,
3.63835437,0.93774417,5.6,A0,34254,,
4.01462794,0.90684840,5.6,A3,34930,,
4.34669683,0.92328266,5.6,A0,35547,,
4.34686918,0.92370503,5.6,A2,35549,,
5.66778410,1.00337340,5.6,O5,39704,,
6.07934379,0.99777685,5.6,K2,41599,,
0.44412542,0.74374491,5.6,F8,44319,,
0.92693353,0.80384430,5.6,F0,46297,,
0.98605670,0.79729985,5.6,B9,46499,,
1.27756210,0.74327556,5.6,A0,47447,,
1.90169140,0.82449363,5.6,G0,49716,,
1.99197547,0.80599843,5.6,K5,49990,,
2.01239357,0.84005397,5.6,G5,50052,,
3.42901042,0.79008553,5.6,K0,53359,,
3.49203673,0.70075948,5.6,K0,53501,23 CVn,
3.91121354,0.86618048,5.6,F5,54423,,
3.95068584,0.84039343,5.6,A0,54524,,
4.16919182,0.74291980,5.6,B8,55045,,
4.53939216,0.80705435,5.6,K2,56107,,
4.78065978,0.73581927,5.6,B5,56954,,
5.38396622,0.81496331,5.6,B9,60155,,
5.88844048,0.83264437,5.6,A0,63008,5 Lac,
5.99376273,0.78101927,5.6,A0,63541,,
6.13973647,0.74895433,5.6,B9,64250,,
6.17246918,0.70225858,5.6,A0,64401,15 And,
0.44531283,0.61515278,5.6,B8,66538,,
0.59800914,0.59732827,5.6,G0,67162,,
0.75795431,0.66911531,5.6,F0,67877,,
0.89227950,0.58531187,5.6,A0,68426,,
0.90907721,0.59005475,5.6,A0,68486,,
0.97966996,0.63634849,5.6,A2,68741,,
1.01183216,0.59968252,5.6,B3,68848,,
1.38013103,0.59886420,5.6,B0,70112,,
1.52355724,0.68383740,5.6,K0,70884,,
2.34285522,0.57439672,5.6,A3,74114,,
2.53947893,0.69390630,5.6,K0,74697,,
2.76423116,0.61066471,5.6,A2,75308,,
3.92531421,0.68530959,5.6,F2,78270,,
4.29963126,0.65264851,5.6,A3,79300,,
4.92163737,0.55426004,5.6,B3,81823,,
4.92952699,0.57269115,5.6,B2,81881,nu1 Lyr,
4.94681353,0.64527837,5.6,B3,81988,del1 Lyr,
5.18128528,0.67033985,5.6,B9,83550,,
5.61028866,0.63996647,5.6,B0,86550,,
5.68727448,0.66817181,5.6,A0,86944,79 Cyg,
5.79984836,0.57896663,5.6,K0,87450,27 Peg,
5.89061887,0.56849964,5.6,A0,87852,38 Peg,
6.00280208,0.63444933,5.6,B9,88347,,
6.12980257,0.56522259,5.6,A0,88800,67 Peg,
0.28659557,0.37477988,5.6,A2,90461,,
0.32178889,0.42906553,5.6,K0,90580,,
0.59215923,0.43708382,5.6,F5,91494,21 Ari,
0.73264318,0.51045688,5.6,K0,91982,,
0.78195695,0.37245995,5.6,A2,92122,,
0.83879185,0.47572371,5.6,A0,92289,,
0.98245361,0.43352994,5.6,B8,92817,,
1.03353111,0.39231447,5.6,F0,93095,,
1.12742393,0.37662944,5.6,A5,93405,,
1.47108544,0.46991986,5.6,B8,94572,,
2.15176320,0.51760444,5.6,A0,98473,,
2.54623597,0.52315332,5.6,A2,99807,15 Leo,
2.80575421,0.45946480,5.6,A2,100588,,
4.47808274,0.38544117,5.6,K2,105547,,
4.53265868,0.50305654,5.6,K0,105773,,
4.58946107,0.49580178,5.6,A0,106023,,
4.69426751,0.39207536,5.6,K2,106532,,
4.80379892,0.52113761,5.6,A2,107113,,
4.84152254,0.41654202,5.6,B5,107351,,
5.20119738,0.43619540,5.6,F5,109889,,
5.24482224,0.43525113,5.6,F0,110260,,
5.39777083,0.46184771,5.6,B9,111513,,
5.79378647,0.37878919,5.6,B8,114069,,
0.16052287,0.26584923,5.6,B3,116623,,
0.23817933,0.33489755,5.6,A0,116875,,
0.37635574,0.33462072,5.6,F0,117332,,
0.42367314,0.21191075,5.6,F0,117498,pi Psc,
0.60268655,0.34734025,5.6,A0,118109,the Ari,
0.76984611,0.31456296,5.6,F5,118684,,
0.81330110,0.23016107,5.6,G5,118814,,
1.24803687,0.20430126,5.6,A0,120228,,
1.34150333,0.32542046,5.6,G0,120619,,
1.37911045,0.19794433,5.6,A0,120772,,
1.45693431,0.24967860,5.6,B3,121110,,
1.54873369,0.34469462,5.6,B2,121581,,
1.63558113,0.33434273,5.6,F5,122160,,
1.89605421,0.21146021,5.6,K0,123740,,
3.03123373,0.29315815,5.6,B3,128363,,
3.35497435,0.24648606,5.6,A0,129362,,
3.61927530,0.27572667,5.6,K5,130100,,
3.84725341,0.20351644,5.6,G5,130781,,
3.86633728,0.26409987,5.6,M3,130850,,
4.59623877,0.33609238,5.6,F5,133533,,
4.65624653,0.30887305,5.6,A0,133825,,
5.69200505,0.30281443,5.6,G5,140574,,
5.72280728,0.34604041,5.6,B9,140729,,
5.73175958,0.34327916,5.6,A0,140770,,
5.76433928,0.22898424,5.6,F2,140951,20 Peg,
5.99100802,0.29393492,5.6,K0,141947,,
0.60224294,0.03067900,5.6,F8,145462,,
0.83967484,0.11625337,5.6,G5,146333,,
0.92763515,0.16359533,5.6,B8,146652,,
1.05491539,0.17449525,5.6,B8,147134,,
1.59249309,0.07258169,5.6,K0,149865,66 Ori,
1.75009094,0.00864476,5.6,B9,151042,,
2.09976315,0.08516523,5.6,A0,153737,,
2.72818262,0.15332305,5.6,M0,156811,,
2.77086588,0.15097762,5.6,A0,156980,,
3.12000423,0.14737448,5.6,K0,158326,,
4.01126011,0.03081296,5.6,G0,161455,,
4.12505063,0.09507516,5.6,A0,161874,,
4.36613645,0.07365110,5.6,A0,162961,,
4.40836578,0.12649967,5.6,A0,163177,,
4.64505505,0.04502071,5.6,A0,164510,,
4.74426887,0.15243642,5.6,G5,165205,,
4.82429381,0.14018484,5.6,G0,165790,,
4.83110787,0.00342331,5.6,A0,165855,,
4.83447221,0.10810889,5.6,B8,165881,,
5.04625664,0.08438259,5.6,A2,167527,,
5.44457954,0.10486253,5.6,A0,170728,,
5.70387933,0.04688157,5.6,A0,172247,11 Peg,
5.88670453,0.15933096,5.6,K2,173090,36 Peg,
6.26039588,0.00190672,5.6,M3,174549,,
1.05859375,0.00469464,5.6,F5,175430,,
1.78162279,-0.02301652,5.6,A5,176439,,
0.68808238,-0.05927618,5.6,K0,184843,,
1.01532107,-0.09357408,5.6,B8,186281,,
1.09430435,-0.15393464,5.6,K0,186627,,
1.29330272,-0.09025669,5.6,B9,187487,,
1.32102407,-0.07348025,5.6,K0,187623,,
1.43725645,-0.06015146,5.6,K0,188111,,
1.50992309,-0.07449967,5.6,K0,188423,,
2.39416892,-0.14991534,5.6,B8,192059,,
2.46702522,-0.08931625,5.6,K5,192352,28 Hya,
2.47740731,-0.10596369,5.6,G0,192396,,
2.50692185,-0.10323656,5.6,K0,192526,,
3.10248557,-0.09308509,5.6,K0,194890,,
3.28897989,-0.16496919,5.6,A0,195599,,
4.07727151,-0.16028153,5.6,B5,198725,,
4.25695098,-0.14607528,5.6,G0,199464,,
4.59675030,-0.10026460,5.6,A2,200792,,
4.98687822,-0.06456006,5.6,A0,202473,,
5.13907296,-0.08111674,5.6,F2,203110,,
5.20680745,-0.05435769,5.6,F0,203401,,
5.37733739,-0.17197441,5.6,G5,204158,,
5.46351367,-0.09611756,5.6,B8,204547,,
0.21566597,-0.23668923,5.6,K2,209342,,
0.91455529,-0.22121519,5.6,A2,212980,,
0.97548189,-0.18301095,5.6,A0,213312,,
1.17423723,-0.22773807,5.6,B3,214397,,
1.25491253,-0.29556132,5.6,G0,214826,,
1.30472975,-0.28581463,5.6,F2,215104,,
1.41154572,-0.24307990,5.6,B3,215692,,
1.41578774,-0.29628326,5.6,A0,215723,,
1.61257594,-0.25454962,5.6,K0,216798,,
1.66422387,-0.20548246,5.6,B2,217071,,
1.69568954,-0.30483949,5.6,G5,217239,,
1.78443342,-0.26432662,5.6,B5,217716,,
1.90346800,-0.27202342,5.6,A2,218414,,
2.48872708,-0.27187536,5.6,K0,221615,,
2.75324562,-0.23716551,5.6,B9,223055,,
2.85490654,-0.24012346,5.6,G0,223625,,
3.04850857,-0.23041793,5.6,G0,224699,,
3.28807384,-0.22392947,5.6,G5,226022,,
3.59754741,-0.28237851,5.6,G0,227764,83 Vir,
4.05028458,-0.29175810,5.6,K0,230286,,
4.06082884,-0.28988968,5.6,K0,230340,,
4.07063352,-0.29413912,5.6,B3,230391,,
4.49334717,-0.18366599,5.6,F5,232685,,
4.95462700,-0.28582665,5.6,F5,235236,,
5.08484311,-0.24255083,5.6,K0,235970,,
5.13813441,-0.24961301,5.6,F8,236259,,
5.41288625,-0.28141911,5.6,K0,237762,,
5.70083467,-0.19837300,5.6,A0,239328,lam Cap,
5.99851272,-0.28399929,5.6,K0,240923,,
6.18570786,-0.22794373,5.6,G5,241898,,
0.20951768,-0.37912958,5.6,B9,243252,,
0.75742489,-0.39054098,5.6,G5,245531,,
0.77709083,-0.41200164,5.6,K0,245638,,
1.07173738,-0.48261490,5.6,A5,247085,,
1.22222556,-0.42729785,5.6,K0,247865,,
1.63685667,-0.35381687,5.6,K0,250085,,
1.98347942,-0.47145352,5.6,K0,252697,,
2.05825296,-0.36954932,5.6,K0,253337,,
2.18756863,-0.35044558,5.6,G0,254329,,
2.19401922,-0.45986487,5.6,F0,254381,,
2.91789889,-0.49010101,5.6,A2,258592,,
3.35294264,-0.48166520,5.6,G5,260814,,
3.88035881,-0.42326910,5.6,K0,263433,,
4.77877752,-0.36177698,5.6,B0,268128,,
4.94801701,-0.37279946,5.6,K0,269048,,
5.08356546,-0.51154475,5.6,K0,269757,,
5.08902812,-0.38007569,5.6,K0,269784,,
6.02180879,-0.43919867,5.6,K0,274468,,
6.11414413,-0.47100827,5.6,G5,274864,,
0.03516038,-0.58519629,5.6,K0,275726,,
1.45352278,-0.61329876,5.6,K0,281590,,
1.46283702,-0.57734953,5.6,K0,281635,,
1.55486496,-0.54772737,5.6,F0,282059,,
1.57634400,-0.59187353,5.6,K5,282173,,
1.72171858,-0.57100778,5.6,B9,282843,,
1.76940694,-0.54016679,5.6,B3,283089,,
1.93526965,-0.56202922,5.6,B3,283905,,
1.95954492,-0.67740271,5.6,B8,284010,,
2.32477979,-0.67586357,5.6,M0,285785,,
2.39956803,-0.52997596,5.6,A3,286124,eps Pyx,
2.49386264,-0.62334012,5.6,K0,286566,,
2.51835768,-0.56162470,5.6,K0,286685,,
2.60312352,-0.58326300,5.6,K0,287086,,
2.80439482,-0.57099692,5.6,A0,288028,,
2.99128417,-0.65881971,5.6,Ma,288901,,
3.76261883,-0.60714434,5.6,B8,292545,,
3.90356769,-0.58120564,5.6,K0,293212,,
4.23039325,-0.56983138,5.6,G5,294737,,
4.51743926,-0.58552936,5.6,Oe,296090,,
4.53328692,-0.61069051,5.6,K2,296186,,
4.67891909,-0.60068919,5.6,K0,296924,,
4.70771157,-0.64330009,5.6,G5,297082,,
4.83653163,-0.68060321,5.6,A2,297764,,
4.95967842,-0.65176407,5.6,B5,298348,,
4.99346465,-0.54187586,5.6,A0,298507,,
5.06000009,-0.61822151,5.6,B5,298854,,
5.52405238,-0.52578378,5.6,K0,300988,,
5.61289997,-0.66024758,5.6,K0,301404,,
5.74378962,-0.65020205,5.6,A2,302003,,
5.75652638,-0.67012265,5.6,K0,302057,,
5.80290611,-0.59367350,5.6,A5,302259,,
5.91924387,-0.55263804,5.6,K0,302800,,
0.15571151,-0.83777370,5.6,F8,305030,,
0.52205823,-0.73357279,5.6,K0,306365,,
0.98290485,-0.82657886,5.6,K0,307937,,
1.59116381,-0.78677847,5.6,F5,310383,,
1.60518622,-0.73572643,5.6,A0,310433,,
1.61518543,-0.70430386,5.6,M0,310464,,
1.99973033,-0.84825537,5.6,F5,311992,,
2.27883546,-0.83948906,5.6,B3,313439,,
2.45393561,-0.80367942,5.6,G5,314247,,
2.58016037,-0.80623608,5.6,K0,314745,,
2.70647770,-0.83250687,5.6,K0,315252,,
3.02648513,-0.70837232,5.6,A2,316518,,
3.18046993,-0.71962916,5.6,B3,317129,,
3.43212314,-0.72585577,5.6,K0,318136,,
3.49485442,-0.81820962,5.6,K0,318391,,
3.52091785,-0.72426994,5.6,K2,318494,,
4.07546793,-0.69929147,5.6,M0,320714,,
4.36916067,-0.85107364,5.6,Oe,322034,,
4.50140281,-0.85300024,5.6,M0,322680,,
4.53377780,-0.81394559,5.6,K0,322809,,
4.84299385,-0.82415431,5.6,K0,324154,,
5.11975115,-0.79014225,5.6,A0,325215,,
5.19337597,-0.83003432,5.6,M0,325524,,
5.33398144,-0.73390406,5.6,A0,326078,kap1 Sgr,
5.58574104,-0.78578039,5.6,Na,327089,,
5.64348781,-0.78275815,5.6,K0,327328,,
5.70837260,-0.82560463,5.6,G5,327579,,
5.86052597,-0.80160466,5.6,F0,328201,,
0.15037713,-0.91408381,5.6,F5,330327,,
1.26939076,-0.93307056,5.6,F0,333835,,
1.68890639,-1.01232723,5.6,K0,335191,,
1.77105438,-0.91472264,5.6,K0,335459,,
1.92268670,-0.90907326,5.6,B9,335960,,
2.05249701,-0.88155669,5.6,K5,336430,,
2.23438272,-0.92872232,5.6,G5,336997,,
2.26629767,-0.93269861,5.6,B5,337108,,
2.27903748,-0.92676997,5.6,B9,337166,,
2.54688538,-0.94058110,5.6,A0,338252,,
2.80420436,-1.03351077,5.6,B3,339360,,
3.58672884,-1.02602811,5.6,B9,342164,,
4.22940983,-1.01114554,5.6,A0,344612,,
4.67081327,-0.93571454,5.6,B3,346351,,
5.11773159,-0.92826422,5.6,A5,347792,,
5.19561458,-1.03312602,5.6,A2,348047,,
6.13188402,-0.99220217,5.6,K0,351061,,
6.14028494,-1.02060246,5.6,K0,351091,,
0.23401127,-1.09731162,5.6,Mb,352077,,
2.08471485,-1.05248798,5.6,F8,356380,,
2.36117893,-1.19876179,5.6,K5,357073,,
2.43162871,-1.19886312,5.6,F2,357254,,
2.91717312,-1.08118226,5.6,A0,358516,,
2.99581366,-1.06666059,5.6,B5,358715,,
3.04612757,-1.07907662,5.6,A0,358861,,
3.16187527,-1.19256326,5.6,A0,359171,,
3.16946497,-1.14684397,5.6,G8,359192,,
3.32850687,-1.10057834,5.6,B1,359572,,
3.77473294,-1.19023339,5.6,A2,360754,,
4.13593239,-1.14218486,5.6,A5,361658,,
4.16933538,-1.05029812,5.6,A3,361736,,
4.78079316,-1.10052453,5.6,K0,363234,,
5.04925287,-1.16345349,5.6,A2,363880,,
5.15579729,-1.14937620,5.6,K2,364130,,
5.71596209,-1.12944716,5.6,K0,365403,,
0.02045627,-1.24680911,5.6,B9,366779,,
2.47446505,-1.24968963,5.6,K0,370333,,
2.90959934,-1.23705340,5.6,B3,370989,,
2.98531950,-1.26111606,5.6,B3,371094,,
3.04236901,-1.32464444,5.6,F0,371181,pi Cha,
4.81540085,-1.30976944,5.6,A0,373807,,
1.74552763,-1.41046281,5.6,A2,376703,zet Men,
3.58195813,-1.49724844,5.6,A2,377597,kap Oct,
3.93504696,-1.45259768,5.6,K0,377769,,
4.11583864,-1.47419686,5.6,A2,377875,rho Oct,
5.40314419,-1.41876113,5.6,K5,378486,,
5.97941664,-1.39842494,5.6,B5,378777,,
2.03106873,-0.25639856,5.6,A0,400111,,
5.53552261,0.52718639,5.6,A0,400282,,
1.09103374,1.40845830,5.7,A2,697,,
2.74751876,1.47047761,5.7,A3,1796,,
4.53618592,1.39864466,5.7,K2,3032,,
0.19918890,1.30878812,5.7,A2,4492,21 Cas,
1.74742277,1.36128167,5.7,K0,6388,,
5.90039096,1.33040194,5.7,A0,11260,,
6.08517246,1.29557933,5.7,A0,11553,,
6.08958589,1.23723089,5.7,A3,11562,,
6.14040828,1.22801094,5.7,A2,11633,,
0.45085788,1.05682182,5.7,B9,13204,,
2.32729183,1.08144464,5.7,F0,16813,,
2.41877370,1.07203896,5.7,F8,16969,,
2.54053231,1.20842287,5.7,K0,17164,,
4.56267900,1.04804345,5.7,A2,20368,,
4.87626717,1.09129504,5.7,A0,21013,,
5.24828440,1.18461682,5.7,K0,21931,,
5.42441277,1.16338925,5.7,A5,22346,,
5.74002080,1.14006215,5.7,B2,23309,,
6.10264539,1.18877158,5.7,G5,24360,,
6.23447309,1.08584651,5.7,A2,24748,,
0.10954609,0.92584311,5.7,B9,25320,,
0.34942582,1.01633440,5.7,F5,26234,,
1.13106113,0.87351004,5.7,A5,29062,,
1.22159194,0.93327986,5.7,F0,29298,,
1.73502751,0.99234985,5.7,A0,30568,,
2.17223816,1.03971052,5.7,A5,31582,,
2.63808908,0.94058833,5.7,F5,32459,,
4.08385417,0.95348311,5.7,A0,35049,,
4.29535251,0.96351104,5.7,A2,35449,,
4.64252068,0.93902160,5.7,A0,36140,,
4.94463005,0.88502790,5.7,G5,36925,,
5.09388283,0.91317148,5.7,A0,37426,iot1 Cyg,
5.31632511,0.96686756,5.7,A0,38353,,
5.50716741,0.98907580,5.7,B9,39081,,
5.54255178,0.93485274,5.7,B9,39201,,
6.06386170,1.03555155,5.7,A3,41538,,
0.05896616,0.71620220,5.7,A5,42707,,
1.22784363,0.84301143,5.7,A0,47275,,
1.27040530,0.85068671,5.7,G5,47420,,
1.57504991,0.83604582,5.7,A0,48649,,
1.81747243,0.80763671,5.7,B8,49458,,
2.43263591,0.81711608,5.7,A0,51151,,
3.21195494,0.70965392,5.7,K5,52891,2 CVn,
3.81642559,0.86164059,5.7,K5,54217,,
3.85604550,0.70614756,5.7,K0,54304,,
4.59510699,0.71983438,5.7,K0,56289,,
4.71211430,0.79415108,5.7,K2,56691,,
5.19507003,0.70860105,5.7,B2,58921,,
5.47959252,0.82759469,5.7,B8,60703,,
5.48286297,0.78408504,5.7,O5,60726,,
5.82390046,0.74968693,5.7,A0,62681,,
5.97933497,0.73222447,5.7,B5,63477,14 Lac,
6.05523010,0.86037421,5.7,F0,63843,5 And,
6.22886186,0.81738437,5.7,B3,64658,,
0.31054272,0.65841052,5.7,B8,66038,,
0.41135206,0.64991213,5.7,B9,66400,,
1.42740494,0.52723769,5.7,B9,70369,,
1.73947774,0.68749978,5.7,K0,71893,51 Aur,
3.38598063,0.66871170,5.7,,76814,,
4.74304612,0.53340723,5.7,F8,80945,,
4.96559967,0.66787186,5.7,B8,82111,,
5.91610576,0.69175135,5.7,B3,87963,8 Lac,
0.29649747,0.36196271,5.7,A2,90497,,
0.70845372,0.34926738,5.7,A0,91916,,
0.82733966,0.50749074,5.7,B9,92246,55 Ari,
1.15810035,0.38746037,5.7,F0,93507,,
1.19831237,0.50546824,5.7,B9,93607,,
1.40154811,0.51608872,5.7,A0,94297,,
1.95362957,0.37428963,5.7,F5,97529,,
2.14000433,0.44518661,5.7,G5,98422,,
2.61626447,0.51740678,5.7,K0,100009,,
2.91826904,0.43037148,5.7,A2,100927,,
3.19331119,0.45152094,5.7,K0,101716,,
3.21799247,0.50504946,5.7,A0,101779,,
3.27127301,0.36470545,5.7,A2,101938,20 Com,
4.00731297,0.35906232,5.7,G5,103936,,
4.55578814,0.40073360,5.7,A3,105866,,
4.61429289,0.42428920,5.7,A0,106138,,
4.66183035,0.35893496,5.7,K0,106371,,
4.92587118,0.41985291,5.7,B3,107881,,
5.04090117,0.37056772,5.7,A3,108658,,
5.24360233,0.43285164,5.7,B8,110248,,
5.78392478,0.50551614,5.7,A0,114016,,
0.28400528,0.26085904,5.7,F2,117020,72 Psc,
